art;ref;year;type.measure;category;measure2;measure;between_ef;study;environ;dyad.type;order;genus;sp;trait;disp;display;fight.cat;fighting.style;RHP_losers;S_losers;N_losers;RHP_winners;S_winners;N_winners;Chi_sq;N_chi;z-score;N_z;p_z;rs;N_rs;paired_t;pairedt_N;pairedt_p;wilcox_z;wilcox_n;wilcox_p;F_value;F_N;F_p;yi;vi;N
ar6;Briffa;2008;mass;massa_corpo;mass;mass;1;1;lab;random;Orthoptera;Acheta;Acheta domesticus;body;weapon;weapon;interm;lift.impact;0.184;0.046;33;0.219;0.04;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.802420765;0.0660444;33
ar6;Briffa;2008;comprimento_mand_direita;comprimento_arma;length;linear;2;1;lab;random;Orthoptera;Acheta;Acheta domesticus;weapon;weapon;weapon;interm;lift.impact;2.457;0.365;33;2.575;0.432;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2915;0.061;33
ar6;Briffa;2008;comprimento_mand_esquerda;comprimento_arma;length;linear;3;1;lab;random;Orthoptera;Acheta;Acheta domesticus;weapon;weapon;weapon;interm;lift.impact;2.288;0.302;33;2.268;0.478;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0494;0.061;33
ar67;Palaoro_et_al;2014;carapace_length;comprimento_corpo;length;linear;4;2;lab;random;Decapoda;Aegla;Aegla longirostri;body;tact;body;interm;squeeze.pull;1.658.933.333;1.966.870.127;15;1.942.466.667;2.567.519.277;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2062;0.16148865;15
ar67;Palaoro_et_al;2014;claw_height;comprimento_arma;height;linear;5;2;lab;random;Decapoda;Aegla;Aegla longirostri;weapon;tact;body;interm;squeeze.pull;5.859.333;1.080.301;15;7.623.333.333;1.558.615;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2798;0.16632818;15
ar67;Palaoro_et_al;2014;claw_length;comprimento_arma;length;linear;6;2;lab;random;Decapoda;Aegla;Aegla longirostri;weapon;tact;body;interm;squeeze.pull;1.037.466.667;1.801.689.155;15;1.303.133.333;2.401.466.417;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2175;0.1622;15
ar67;Palaoro_et_al;2014;claw_strength;forca_arma;strength;performance;7;2;lab;random;Decapoda;Aegla;Aegla longirostri;weapon;tact;body;interm;squeeze.pull;0.075930866;0.067462398;15;0.184463602;0.096519243;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2681;0.1656;15
ar44;Kim_et_al;2011;horn_length;comprimento_arma;length;linear;8;3;lab;random;Orthoptera;Loxoblemmus;Loxoblemmus doenitzi;weapon;tact;body;interm;impact.push;NA;NA;NA;NA;NA;NA;1187;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.36;0.12;35
ar44;Kim_et_al;2011;body_size;comprimento_corpo;length;linear;9;3;lab;random;Orthoptera;Loxoblemmus;Loxoblemmus doenitzi;body;tact;body;interm;impact.push;NA;NA;NA;NA;NA;NA;8289;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.07;0.15;35
ar28;Hoem_et_al;2007;antler_index;comprimento_arma;index;index;10;4;field;random;Mammalia;Capreolus;Capreolus capreolus;weapon;weapon;weapon;interm;push.impact.lift;NA;NA;NA;NA;NA;NA;23728;40;2.03;40;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.34;0.24;40
a97;Hongo;2003;horn_length;comprimento_arma;length;linear;11;5;field;random;Coleoptera;Trypoxylus;Trypoxylus dichotomus;weapon;no;no;body;lift.push;NA;NA;NA;NA;NA;NA;0.59;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22;0.09;47
a97;Hongo;2003;body_size;comprimento_corpo;length;linear;12;5;field;random;Coleoptera;Trypoxylus;Trypoxylus dichotomus;body;no;no;body;lift.push;NA;NA;NA;NA;NA;NA;7532;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.85;0.1;47
a97;Hongo;2003;horn_length;comprimento_arma;length;linear;13;5;field;random;Coleoptera;Trypoxylus;Trypoxylus dichotomus;weapon;no;no;body;lift.push;NA;NA;NA;NA;NA;NA;17054;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.47;0.13;47
ar41;Karino_et_al;2005;horn_length;comprimento_arma;length;linear;14;6;lab;random;Coleoptera;Trypoxylus;Trypoxylus dichotomus;weapon;no;no;body;lift.push;NA;NA;NA;NA;NA;NA;2.91;101;-7.43;101;0.0001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.34;0.04;101
ar41;Karino_et_al;2005;body_size;comprimento_corpo;length;linear;15;6;lab;random;Coleoptera;Trypoxylus;Trypoxylus dichotomus;body;no;no;body;lift.push;NA;NA;NA;NA;NA;NA;0.67;101;-7.46;101;0.0001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16;0.04;101
ar18;Dale_Slagvsold;1995;body_size;comprimento_corpo;length;linear;16;7;field;random;Aves;Ficedula;Ficedula hypoleuca;body;visual;body;weapon;squeeze.pierce;12.81;0.871;10;13.23;1.189;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.385925417;0.20793621;10
ar18;Dale_Slagvsold;1995;tarsus_length;comprimento_arma;length;linear;17;7;field;random;Aves;Ficedula;Ficedula hypoleuca;weapon;visual;body;weapon;squeeze.pierce;19.55;0.609;10;19.7;0.609;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.235873504;0.20521435;10
ar36;Jennions_Backwell;1996;carapace_width;comprimento_corpo;width;linear;18;8;field;random;Decapoda;Austruca;Austruca annulipes;body;weapon;weapon;interm;lift.squeeze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2351;82;19;NA;NA;NA;0.54;0.03;82
ar36;Jennions_Backwell;1996;claw_length;comprimento_arma;length;linear;19;8;field;random;Decapoda;Austruca;Austruca annulipes;weapon;weapon;weapon;interm;lift.squeeze;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2203;82;28;NA;NA;NA;0.5;0.02;82
ar43;Kelly;2006;head_length;comprimento_arma;length;linear;20;9;lab;random;Orthoptera;Hemideina;Hemideina crassidens;weapon;weapon;weapon;interm;squeeze.pull;NA;NA;NA;NA;NA;NA;12.3;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.03;0.09;57
ar52;MartinerCotrina_et_al;2014;snout-vent_length;comprimento_corpo;length;linear;21;10;lab;random;Lizard;Gonatodes;Gonatodes albogularis;body;weapon;weapon;weapon;squeeze;36.33;2.861.153.613;22;37.92;2.392.112.038;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.592097114;0.09599486;22
ar52;MartinerCotrina_et_al;2014;body_mass;massa_corpo;mass;mass;22;10;lab;random;Lizard;Gonatodes;Gonatodes albogularis;body;weapon;weapon;weapon;squeeze;1.43;0.281424946;22;1.53;0.234520788;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.379103809;0.09354735;22
ar52;MartinerCotrina_et_al;2014;head_width;comprimento_arma;width;linear;23;10;lab;random;Lizard;Gonatodes;Gonatodes albogularis;weapon;weapon;weapon;weapon;squeeze;5.84;0.469041576;22;5.88;0.469041576;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.083746769;0.09192425;22
ar52;MartinerCotrina_et_al;2014;head_height;comprimento_arma;height;linear;24;10;lab;random;Lizard;Gonatodes;Gonatodes albogularis;weapon;weapon;weapon;weapon;squeeze;4.43;0.609754049;22;4.63;0.469041576;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.361057958;0.09343883;22
ar57;MolinaBorja_et_al;1998;body_weight;massa_corpo;height;mass;25;11;lab;random;Lizard;Gallotia;Gallotia galloti;body;weapon;weapon;weapon;squeeze;35379;8.246.618.701;20;41052;894.427.191;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.646341531;0.10643251;20
ar57;MolinaBorja_et_al;1998;head_length;comprimento_arma;length;linear;26;11;lab;random;Lizard;Gallotia;Gallotia galloti;weapon;weapon;weapon;weapon;squeeze;26644;3.658.207.211;20;27637;3.398.823.326;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.275637998;0.10208301;20
ar64;Okada_Miyatake;2004;mandible_length_level3;comprimento_arma;length;linear;27;12;lab;random;Coleoptera;Librodor;Librodor japonicus;weapon;weapon;weapon;interm;push.squeeze.pull.lift;NA;NA;NA;NA;NA;NA;0.13;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14;0.16;25
ar64;Okada_Miyatake;2004;mandible_length_level4;comprimento_arma;length;linear;28;12;lab;random;Coleoptera;Librodor;Librodor japonicus;weapon;weapon;weapon;interm;push.squeeze.pull.lift;NA;NA;NA;NA;NA;NA;4502;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.8;0.15;30
ar65;Olsson_Shine;2000;body_mass;massa_corpo;mass;mass;29;13;field;random;Lizard;Carinascincus;Carinascincus microlepidotus;body;visual;body;weapon;squeeze;3.77;0.51;27;3.94;0.51;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.328763634;0.0719167;30
ar65;Olsson_Shine;2000;snout-vent_length;comprimento_corpo;length;linear;30;13;field;random;Lizard;Carinascincus;Carinascincus microlepidotus;body;visual;body;weapon;squeeze;62.1;3.04;27;62.4;3.39;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0919;0.0706;30
ar65;Olsson_Shine;2000;head_length;comprimento_arma;length;linear;31;13;field;random;Lizard;Carinascincus;Carinascincus microlepidotus;weapon;visual;body;weapon;squeeze;11.7;0.65;27;11.83;0.54;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.214577342;0.07209777;30
ar65;Olsson_Shine;2000;head_width;comprimento_arma;width;linear;32;13;field;random;Lizard;Carinascincus;Carinascincus microlepidotus;weapon;visual;body;weapon;squeeze;8.58;0.52;27;8.53;0.56;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.09126066;0.07074538;30
ar86;Wilson_et_al;2007;claw_size;comprimento_arma;length;linear;33;14;lab;random;Decapoda;Cherax;Cherax dispar;weapon;weapon;weapon;interm;squeeze.push;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.97;32;0.12;0.43;0.06;32
ar86;Wilson_et_al;2007;claw_strength;forca_arma;strength;performance;34;14;lab;random;Decapoda;Cherax;Cherax dispar;weapon;weapon;weapon;interm;squeeze.push;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.64;32;1;0.73;0.07;32
ar88;Yoshino_et_al;2011;shield_length;comprimento_corpo;length;linear;35;15;lab;random;Decapoda;Diogenes;Diogenes nitidimanus;body;no;no;interm;squeeze.push;NA;NA;NA;NA;NA;NA;2.09;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.35;0.06;66
ar88;Yoshino_et_al;2011;Claw_length;comprimento_arma;length;linear;36;15;lab;random;Decapoda;Diogenes;Diogenes nitidimanus;weapon;no;no;interm;squeeze.push;NA;NA;NA;NA;NA;NA;3.4;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.46;0.06;66
ar94;Lobregat_Peixoto;2020;body_mass;massa_corpo;mass;mass;37;16;field;random;Orthoptera;Melanotes;Melanotes ornata;body;tact;body;interm;impact.push;1.064.589.744;0.6235371;39;1.107.846.154;0.57912156;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.711735042;0.05487871;39
ar94;Lobregat_Peixoto;2020;pronotum_length;comprimento_corpo;length;linear;38;16;field;random;Orthoptera;Melanotes;Melanotes ornata;body;tact;body;interm;impact.push;2.633.846.154;0.171811025;39;2.732.564.103;0.175194898;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.563306566;0.05364118;39
ar94;Lobregat_Peixoto;2020;femur_length;comprimento_arma;length;linear;39;16;field;random;Orthoptera;Melanotes;Melanotes ornata;weapon;tact;body;interm;impact.push;197.274.359;2.964.000.424;39;2.158.487.179;282.228.712;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.635462368;0.05420449;39
ar103;Okada_et_al;2011;body_size;comprimento_corpo;length;linear;40;17;lab;random;Heteroptera;Riptortus;Riptortus pedestris;body;visual;body;interm;push.impact.squeeze;3045;0.155103191;33;3235;0.097657565;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.448;0.08004247;33
ar103;Okada_et_al;2011;hind_femur_length;comprimento_arma;length;linear;41;17;lab;random;Heteroptera;Riptortus;Riptortus pedestris;weapon;visual;body;interm;push.impact.squeeze;7514;0.292972695;33;8002;0.258505319;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7455;0.08464458;33
ar105;Kojima_Lin;2017;body_size;comprimento_corpo;length;linear;42;18;lab;random;Coleoptera;Dicronocephalus;Dicronocephalus wallichii;body;tact;body;body;lift.push;NA;NA;NA;NA;NA;NA;10.2;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.57;0.26;25
ar105;Kojima_Lin;2017;horn_length;comprimento_corpo;length;linear;43;18;lab;random;Coleoptera;Dicronocephalus;Dicronocephalus wallichii;weapon;tact;body;body;lift.push;NA;NA;NA;NA;NA;NA;16;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.53;0.43;25
ar107;Barrette_Vandal;1985;antler_length_adult;comprimento_arma;length;linear;44;19;field;random;Mammalia;Rangifer;Rangifer tarandus;weapon;weapon;weapon;interm;push.impact.lift;NA;NA;NA;NA;NA;NA;9.99;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.38;0.21;29
ar107;Barrette_Vandal;1985;antler_length_yearling;comprimento_arma;length;linear;45;19;field;random;Mammalia;Rangifer;Rangifer tarandus;weapon;weapon;weapon;interm;push.impact.lift;NA;NA;NA;NA;NA;NA;11.49;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.29;1.08;15
ar109;Songvorawit_et_al;2018;mandible_length;comprimento_arma;length;linear;46;20;lab;random;Coleoptera;Aegus;Aegus chelifer;weapon;tact;body;interm;push.lift.squeeze;6.24;1.29;94;7.16;1.22;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.729;0.22;94
ar109;Songvorawit_et_al;2018;pronotum_length;comprimento_corpo;length;linear;47;20;lab;random;Coleoptera;Aegus;Aegus chelifer;body;tact;body;interm;push.lift.squeeze;5;0.38;94;5.26;0.39;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.672;0.22;94
ar109;Songvorawit_et_al;2018;pronotum_width;comprimento_corpo;width;linear;48;20;lab;random;Coleoptera;Aegus;Aegus chelifer;body;tact;body;interm;push.lift.squeeze;9.17;0.96;94;9.89;0.93;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.758;0.22;94
ar109;Songvorawit_et_al;2018;elytra_length;comprimento_corpo;length;linear;49;20;lab;random;Coleoptera;Aegus;Aegus chelifer;body;tact;body;interm;push.lift.squeeze;11.09;0.76;94;11.53;0.76;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.576;0.22;94
ar109;Songvorawit_et_al;2018;head_length;comprimento_arma;length;linear;50;20;lab;random;Coleoptera;Aegus;Aegus chelifer;weapon;tact;body;interm;push.lift.squeeze;3.84;0.45;94;4.18;0.47;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7359;0.0229;94
ar109;Songvorawit_et_al;2018;head_width;comprimento_arma;width;linear;51;20;lab;random;Coleoptera;Aegus;Aegus chelifer;weapon;tact;body;interm;push.lift.squeeze;7.94;0.96;94;8.71;1;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7823;0.0229;94
ar110;Okada_et_al;2006;mandible_length;comprimento_arma;length;linear;52;21;lab;random;Coleoptera;Gnatocerus;Gnatocerus cornutus;weapon;weapon;weapon;interm;push.lift.squeeze;0.33;0.07;34;0.37;0.07;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.564;0.061;34
ar111;Okada_Miyatake;2007;mandible_length;comprimento_arma;length;linear;53;22;lab;random;Coleoptera;Librodor;Librodor japonicus;weapon;weapon;weapon;interm;push.squeeze.pull.lift;NA;NA;NA;NA;NA;NA;12588;88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.81;0.05;88
ar112;Walker_Holwell;2018;chelicerae_length;comprimento_arma;length;linear;54;23;lab;random;Arachnida;Cambridgea;Cambridgea foliata;weapon;tact;body;body;push;59.769;0.92495;68;64.589;0.681;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.59;0.0312;66
ar112;Walker_Holwell;2018;body_size;comprimento_corpo;length;linear;55;23;lab;random;Arachnida;Cambridgea;Cambridgea foliata;body;tact;body;body;push;59.804;0.5706;68;6.182;0.4454;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3916;0.0304;66
ar113;Murray_Holwell;2018;leg_length;comprimento_arma;length;linear;56;24;lab;random;Orthoptera;Pachyrhamma;Pachyrhamma waitomoensis;weapon;tact;body;body;impact.push;1.206.347.826;7.217.701;46;1.276.933.333;6.719.287.029;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.003;0.0497;45
ar113;Murray_Holwell;2018;pronotum_length;comprimento_corpo;length;linear;57;24;lab;random;Orthoptera;Pachyrhamma;Pachyrhamma waitomoensis;body;tact;body;body;impact.push;6.706.521.739;0.484723139;46;6.843.333.333;0.441793864;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2925;0.044;45
ar115;Ida_Wada;2017;carapace_width;comprimento_corpo;width;linear;58;25;field;random;Decapoda;Scopimera;Scopimera globosa;body;weapon;weapon;body;push;NA;NA;NA;NA;NA;NA;3.44;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.39;0.04;92
ar115;Ida_Wada;2017;leg_length;comprimento_arma;length;linear;59;25;field;random;Decapoda;Scopimera;Scopimera globosa;weapon;weapon;weapon;body;push;NA;NA;NA;NA;NA;NA;14.32;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.85;0.05;92
